Rank	Team	Elo (initial 25)
1801	DNH Robotics (6164)	1379.352302638536
1802	One TUFF Team (Team United for FIRST) (203)	1379.13047830841
1803	The Omega Factor (3465)	1378.8598702533689
1804	AngelBotics (1339)	1378.6017221517877
1805	Potatoes (1759)	1378.1212587987125
1806	Backwoods Bots (3072)	1377.6283369707137
1807	CdM Robotics Club (6072)	1377.4032575492347
1808	Cyborg Mustangs (2647)	1376.9232675736455
1809	Krypton Cougars (2539)	1375.3275001555305
1810	Street Legal (2172)	1375.1527646024317
1811	Crown City Robotics (2827)	1374.8511824435716
1812	Cybears (5186)	1374.0504339735935
1813	Cougars (5901)	1372.9182375140213
1814	Kauaibots (2465)	1372.8667882672355
1815	YULIN HIGH-TECH ZONE COMPLETE SECONDARY SCHOOL (5820)	1372.6268790781248
1816	GRANBY GRUNTS (3146)	1372.1636246456505
1817	Mountaineers (4654)	1372.0086166673314
1818	RoboTiger (3728)	1371.986926251318
1819	Rockford Robotics (2039)	1371.8362555838646
1820	Stallions (5472)	1371.81898916765
1821	Red Alert (1741)	1371.7560440744714
1822	Titans (6140)	1371.5441286437374
1823	BearTecs (4610)	1371.2793564190977
1824	Career Blazer Robotics Team - The Fighting Mongooses (5900)	1371.1954080415985
1825	Firebirds (3019)	1371.127285001773
1826	Sprockets (2341)	1370.9419859569282
1827	E=mCD (3974)	1370.8318376549996
1828	Sting Robotics (6188)	1370.4326791329568
1829	CyberJags (5894)	1370.073880610432
1830	NeoBots (2903)	1369.9655110698052
1831	SCRAP (4151)	1369.8813745525038
1832	The  Technojays (94)	1369.7278001316663
1833	TitanBot (2543)	1369.72104376438
1834	RoboWolves (5134)	1369.3220121043546
1835	Combustible Lemons (5113)	1368.8864878449983
1836	Robo Vikes (6121)	1368.8036971143808
1837	Huntington Beach High School Oilers (5966)	1368.4995219073828
1838	KC Robotics Team (1553)	1368.3230762559804
1839	Shock and Awe-sum (4961)	1368.081893927068
1840	Metal and Soul (2604)	1367.9517750500095
1841	Devastators (2950)	1367.76460119548
1842	The Jolly Robots (5929)	1367.7154168724624
1843	EagleBots (4112)	1367.513190635596
1844	The WarHawks (2554)	1367.3946677936717
1845	 Falcons (1493)	1366.8162140191841
1846	Nu-matic Ninjas (5626)	1366.466233755606
1847	CIA - Creativity In Action (291)	1366.1369995603645
1848	WARP7 (865)	1366.1114218817656
1849	TopperBots  (4230)	1365.9749054772028
1850	Technological Terrors (5438)	1365.571939101545
1851	 Mustangs (5031)	1365.485746861223
1852	Iron Bulls (4549)	1365.4662476305605
1853	The Mechanized Mafia (4567)	1365.0654540056564
1854	Wolverines (5596)	1364.878798576363
1855	Falcons (4938)	1364.4885262732546
1856	Team AIR (5667)	1364.236566594101
1857	The Lehman Lionics (1230)	1364.0944235437478
1858	Sintian Robotics (4628)	1363.614808499466
1859	Roxbotix (4361)	1363.6090301174743
1860	KTC-Monsters (3152)	1363.6022229044825
1861	The Devil Duckies (1266)	1363.1812675891003
1862	Warriors (Team W.I.R.E.) (4701)	1363.0515613098273
1863	Rambler Robotics (6066)	1362.954614286332
1864	12 Volt Bolt (1557)	1362.0549196180625
1865	Hawkeyes (5912)	1361.8942537327187
1866	The Core (2164)	1361.7964478769625
1867	BoxerBots (1828)	1361.5654155783052
1868	Au Pirates (3291)	1361.451901229664
1869	Mad Scientist Club (6123)	1360.7042997133553
1870	O-Zone (4611)	1360.5674268313749
1871	The EarthQuakers (3487)	1360.3766910098393
1872	The Robotics Team (1786)	1360.0836998357793
1873	Rockets (34)	1360.0586971586995
1874	Webb Robotics (1466)	1359.8682471367817
1875	The Circuit Stompers (378)	1359.4868939834498
1876	RoboDog (2560)	1359.2087662695164
1877	Team Paragon (571)	1359.0546689271964
1878	 The Blue Monkeys (1580)	1358.908898312249
1879	Laser Beam (4953)	1358.6996540455227
1880	Greece Gladiators (1591)	1358.5177832646364
1881	Desert Eagles (6104)	1358.1699137478436
1882	TKO (1351)	1358.168857746536
1883	Terror Bots (3623)	1357.5394744981645
1884	Team Willy (6062)	1357.3611509543903
1885	Tribe Robotics (4123)	1357.0251529005802
1886	Wiking Kujon (6077)	1356.9032169678787
1887	Robo Elite (640)	1356.5489346273578
1888	The Mighty Penguins (2900)	1356.1508533664496
1889	Owl Robotics (4517)	1356.1118841854848
1890	Mustybots (3407)	1356.087453841273
1891	CyberCats (2872)	1355.8631275691166
1892	Gravity Loop (5004)	1355.5884489451428
1893	Team Illusion (4464)	1354.7257738035037
1894	LIC Robodogs (2579)	1353.673233701229
1895	PantherBots (2582)	1353.2864549968417
1896	Panthers (4914)	1353.21136749067
1897	Jagernauts  (5103)	1352.6574706916658
1898	Team Edsel (6057)	1352.4617431441138
1899	Eagle Strike (114)	1352.4229634920655
1900	Romanoid (5100)	1352.1359137922507
1901	The Resistance  (4925)	1351.960882993643
1902	Patribots (4738)	1351.6234398911877
1903	FSS Cyber Falcons (3710)	1351.4370986031113
1904	Northern Lights Robotics (4704)	1351.158668411163
1905	RoboEagles (3568)	1350.251086408365
1906	Foximus Prime (3695)	1349.5350746046106
1907	Metal Beavers (1432)	1348.995063578347
1908	TEKnights (3723)	1348.7487966240992
1909	Panthrobotics (3337)	1348.6146728457654
1910	Xtreme Heat (223)	1348.319482750491
1911	Metal Heads (5180)	1347.5951370259838
1912	WAYbots (5251)	1346.7472072447322
1913	Spider-Bots (5646)	1346.5323103241271
1914	MARS (Mega Awesome Robotic Systems) (1523)	1346.0481527607867
1915	The Metrobots (3324)	1345.9824564551384
1916	InTech MegaBots (2993)	1345.7850861724692
1917	Iron Lions (967)	1345.6889273247807
1918	New Berlin Blitz (5148)	1345.5574473017903
1919	Wired Up! (1799)	1345.479702449879
1920	Marfa Robohorns (5771)	1345.0966766582549
1921	Radioactive Robotics (2765)	1344.8868786097864
1922	SuperNOVA (4472)	1344.612123522516
1923	The Gongoliers (5112)	1343.9784309842419
1924	Team Volt (2187)	1343.6785137297566
1925	Robo Ram (6134)	1343.6374228484442
1926	Adroit Androids (6025)	1343.526545201734
1927	WarriorBorgs (3256)	1343.1313008499
1928	Double X (4856)	1343.1223653366756
1929	Automatons (4528)	1343.0800507543856
1930	Green Hope Falcons (5190)	1342.6378933648766
1931	Stealth Tigers (3164)	1342.4224218992263
1932	Chargers (5409)	1342.4073420822829
1933	MONARCH-E (4731)	1342.265175944663
1934	Rambots (569)	1342.0298660098376
1935	FEAR The Termigators (5853)	1341.8703786284202
1936	''Where's Waldo?'' (1547)	1341.7594088117569
1937	EHS RoboCats (4332)	1340.3878709744852
1938	Sparky 384 (384)	1340.126273657004
1939	BULL DOGS (4281)	1339.3036762169536
1940	Uni-Rex (5817)	1338.7803486187693
1941	Shock Wave (5840)	1338.0615035540957
1942	C.I.S. (4607)	1337.9527867740103
1943	Bayou Bots (6198)	1336.9717994611779
1944	GD-BOT (5483)	1336.6537014174098
1945	The Raiders (3729)	1336.2063289654584
1946	Electric Fire (3799)	1336.1284974792013
1947	Viking Robotics (580)	1335.8285945790872
1948	RoboHounds (4500)	1335.6278199757576
1949	Charger Robotics (537)	1335.5971961632927
1950	S.C.O.T.S. Bots (4776)	1335.4148125701527
1951	Red Devils (1495)	1335.3245948426434
1952	Gold Dukes (6194)	1335.0183940002748
1953	TRIFORCE (3236)	1334.645553872432
1954	Star Tech (2989)	1333.0953046444579
1955	TiGears (4470)	1332.7313560391044
1956	Vortechs (3257)	1331.8324005028642
1957	Ladies FIRST (4319)	1331.5886322507579
1958	Belle River Automatons (4920)	1331.3039381145602
1959	Aggies (2923)	1330.990937056038
1960	WYOHAZARD (1303)	1330.7681014829
1961	Tahisco Techs (4179)	1330.3429276255524
1962	UCHS MagneGeeks (3340)	1330.1070524213826
1963	i c robotics (5584)	1330.0599140116317
1964	Narooma (5988)	1329.3963383206267
1965	Phalanx (5563)	1328.5819022009564
1966	Lightning Turtles (3100)	1328.4059199116102
1967	The Illuminators (4543)	1328.2660912102365
1968	Joe's Average Slackers (4093)	1327.9441716986692
1969	Warbotz (3694)	1327.8363191021704
1970	Night Hawks (614)	1327.40803259139
1971	Sprockets (1075)	1327.3154722309073
1972	Tough Techs (151)	1327.2774787315134
1973	Goldstrikers (2473)	1327.1912609352655
1974	More Titans (3886)	1327.1054123774506
1975	infinity (4794)	1326.822906315118
1976	Epsilon Delta (116)	1326.5623606533077
1977	Robojags (5947)	1326.4015110526345
1978	Reb Teks (4090)	1326.257414886515
1979	IronHorse Robotics (2761)	1325.9885399729867
1980	Allegan Tigers Robotics Team (6043)	1325.8151207096055
1981	BBE Resistance Robotics (4238)	1325.3564764155392
1982	One Stones (5991)	1325.1711440414476
1983	Gray Storm (5884)	1324.412627997033
1984	Spartronics (4915)	1324.3736587500575
1985	Cybersonics (103)	1324.2395703438438
1986	Mechalodons (5877)	1324.1288105216538
1987	BEARbots (4512)	1323.8035745484094
1988	Drewbotics (5812)	1323.7987922956806
1989	Team Rembrandts (4481)	1323.7349410399395
1990	Robo Panthers (5175)	1323.4678325114448
1991	The R.O.C.K (144)	1323.4549209907625
1992	Universal Robots (6154)	1323.1521573062203
1993	Master Link Militia (1474)	1323.0555608026511
1994	Coyotes (4565)	1321.969408274967
1995	Tiger Bots (4721)	1321.769223121029
1996	Titan X (6049)	1321.6818899282782
1997	The Steel Battalion (4244)	1321.6377246038223
1998	Savage Pride (3251)	1321.5706225547744
1999	Teddies (2480)	1321.196713877687
2000	Pirate Robolution (5430)	1321.0733516119135
2001	Horsepower (801)	1320.839150505751
2002	Humanoids (3993)	1320.6395647278562
2003	Chargers (3786)	1320.4870706895
2004	Zebrotics (5708)	1319.9572264082358
2005	RoboHuskie (2574)	1319.8934547244837
2006	L.I.F.E. (3410)	1319.556566336317
2007	The Whidbey Island Wild Cats (2980)	1318.621999965317
2008	The Accelerators  (3134)	1318.1224067261148
2009	Bot Central (6071)	1318.0562281515065
2010	AnaDroids (2963)	1317.8646890920807
2011	Innovators Robotics (3138)	1317.3981363248297
2012	Team Magma (3008)	1317.0852091533302
2013	Ramona Rampage (1159)	1316.7825157715504
2014	TAMSformers Robotics  (5212)	1316.1964034650932
2015	Tiger Robotics (3946)	1315.2235497787685
2016	Electric Eagles (1781)	1315.132778325791
2017	Dragon Robotics (3755)	1314.671019786741
2018	BayBots (4171)	1314.4307935912552
2019	Torbotics (2080)	1313.955316996766
2020	Full Metal Jackets (3297)	1313.9544151869222
2021	Gryphon Machine (6070)	1313.868200696406
2022	Phoenix (2479)	1313.7893564680476
2023	ICARUS INNOVATED (4598)	1313.783659608596
2024	Robo'lyon (5553)	1313.7343309590856
2025	AERO (Avon Eagles Robotics Organization) (4119)	1313.6426062713044
2026	CardinalBotics (4159)	1312.1504552142237
2027	The Atoms Family (4405)	1311.1674420793447
2028	St. Ignace SHIELD  (5213)	1311.0437310703896
2029	Sehome Seamonsters (2605)	1310.985686272839
2030	Spice Gears (5883)	1310.798133945899
2031	The Theoreticals (2632)	1310.7299621266511
2032	The RoboDawgs (288)	1310.7128560621657
2033	TeknoSquad (5219)	1310.340706538834
2034	EARTH (4723)	1310.1874930985898
2035	Tel-Nof (1942)	1309.6947943978175
2036	Quantum Mechanics (2545)	1309.130652875
2037	CODE 'N' Robotics (4076)	1308.8716123757215
2038	Chaos, Inc. (1546)	1308.7736502254256
2039	The Army Ants (3792)	1308.7609900173766
2040	Dragonbots (5681)	1308.7555162514966
2041	The CyBears (4859)	1308.5923801645326
2042	T.O.P. Hatters (1791)	1308.275306469795
2043	Mumford Mustangs (5642)	1308.0058137218557
2044	Ladder 1847 (1847)	1307.7162101168617
2045	Broken Gears (5744)	1307.5229706446698
2046	RoboLobos (5052)	1307.2945597023634
2047	Spartans (5555)	1307.249595180202
2048	The Rambots (1350)	1306.8317478320305
2049	Heritage Hawkbots (5229)	1306.63389357796
2050	Omnicats (1452)	1306.6127117146202
2051	Topperbotics (5003)	1306.3868988052966
2052	Léoméga (4526)	1306.2866084277935
2053	T.E.R.T.O.L.A. (2513)	1306.2187400006935
2054	The PowerKnights (501)	1306.078057240669
2055	CK Cyber Pack (5689)	1305.99994399738
2056	VObotik (5444)	1305.94231646304
2057	F.E.A.R. (547)	1305.8468696155862
2058	Sentinel Prime Robotics (2906)	1305.4101126071728
2059	Knoch Knights Robotics (4049)	1305.2030680844096
2060	Les Béliers (3382)	1304.8806107745868
2061	the pythons (5961)	1304.1023061215028
2062	AHS Redbird Robotics (4232)	1303.7856187673442
2063	STEAMROLLERS (6012)	1303.375222378921
2064	The Lion Kings (4300)	1303.254932739174
2065	Ookpik (5570)	1303.1352159267444
2066	Magic Island Robotics (5800)	1302.9260590660904
2067	Robo Hornets (1209)	1302.721248404553
2068	The Saints (6224)	1301.9206828230353
2069	Laser Robotics (2077)	1301.748114380666
2070	Blue mite (2721)	1301.5502780380234
2071	Spartans (4992)	1301.0472649409633
2072	The Metal Vidsters (1512)	1300.8899143771575
2073	The Millennium Falcons (4714)	1300.7418087811238
2074	The Iron Bears (854)	1300.626758267666
2075	Les Carnicas (4952)	1300.4326235948654
2076	Red Devils (87)	1300.3915616725856
2077	Tech Force (1254)	1299.6887620607722
2078	Division By Zero (229)	1299.6304460251977
2079	Westwood Robotics (2478)	1299.5066339462824
2080	DigiDigger (5318)	1299.3984179067136
2081	The Riot Crew (58)	1298.1124571219964
2082	Granville Boys (5564)	1298.0025234650882
2083	Rambunction (4330)	1298.0024984026497
2084	The Alluminators (3122)	1297.2990341899383
2085	Garnet Squadron (4901)	1296.287984893556
2086	The Outsiders (5068)	1296.1100885347562
2087	On Track Robotics (3789)	1295.9643700688905
2088	VikingBots (2998)	1295.7811592692296
2089	Team Phenomena  (3616)	1295.297421689902
2090	System of the Corn  (3330)	1294.999872500111
2091	Scitobors (4217)	1294.819856831562
2092	i (5859)	1294.559751049665
2093	BambieBotz (4637)	1294.510770122514
2094	Team IMPULSE (4418)	1294.4071385275915
2095	Atomigators (4737)	1294.3964822415328
2096	Rambots (2204)	1294.2760299082365
2097	BroncoBotics (991)	1293.8140804345555
2098	Team Dynamite (2819)	1293.6257892412596
2099	Robocats (2161)	1293.5930293385813
2100	Team Rocket (4416)	1293.4281014169549
2101	P.A.R.T.s (3492)	1293.1639538559546
2102	Aluminosity (5403)	1293.0641939459592
2103	Pershing Doughbots (5478)	1292.1436307798745
2104	RoboEagles (3081)	1291.7207605411872
2105	The KwarQs (2423)	1291.6244290053069
2106	Midwest WARRIORS (3300)	1291.3888241331501
2107	PowerEagle (5411)	1291.025777291318
2108	DEEP SPACE NINERS (4110)	1290.8877616932648
2109	2 TrainRobotics (395)	1289.1019167745287
2110	Dragons (1243)	1288.4692493972016
2111	Positronic Panthers (486)	1288.410643006126
2112	The Megatron Oracles (314)	1288.3365484752026
2113	Robotics of Kearsarge (ROK) (1247)	1288.0268169138828
2114	Team Roboto (447)	1287.9574628829846
2115	Knightrise (5678)	1287.9043603044177
2116	Mechanics of Mayhem (3220)	1287.7427126687726
2117	Bengal Robotics (5159)	1287.5020397648375
2118	Area 5188 : Classified Robotics (5188)	1287.3629684719278
2119	JoCo RoBos (5919)	1285.8886697755308
2120	SigmaC@T Robotic Team (108)	1285.5942593254115
2121	Roto-Raptors (3737)	1285.5135830828021
2122	Team Firewall (5607)	1285.0091952870123
2123	desert robot (5273)	1284.7880060057212
2124	Ha-Dream Team (3075)	1284.5212071607605
2125	Delta Overload (6068)	1283.8049899831221
2126	Misfit Toys (3513)	1283.755251557315
2127	Team Tobor (2143)	1283.7144110810707
2128	Team  (2707)	1283.4097962331793
2129	M.A.R.C. 1 (6113)	1283.3177166641694
2130	LASS Robotics (5519)	1283.3015962305176
2131	Mechadogs (5123)	1283.2355542889998
2132	Robotechs (871)	1281.8734151735262
2133	RoboTractors (5467)	1281.1890933959578
2134	Robo Gym (3950)	1280.529326538827
2135	Vahallabots (3268)	1280.398268116263
2136	Nordic Storm (3018)	1280.3129131698488
2137	Braves (5101)	1280.0849958328915
2138	Ad Astra (5558)	1279.9452617672268
2139	Harfangs (3117)	1279.9281226387407
2140	Palmer Ridge BEARbotics (4068)	1279.8239264618853
2141	STEEL-ROBID (5344)	1279.679617894921
2142	X-Machina (4645)	1279.5111285801831
2143	Robohawks  (4582)	1279.3616498487452
2144	RoboRaiders (3691)	1279.0224511460906
2145	Advanced Power (815)	1278.8974032035767
2146	CyBears (5041)	1277.6485931244936
2147	Robo Knights (5688)	1277.4744011721225
2148	Team Breaking Lights (4115)	1277.0466649492525
2149	Elgin Metal Mayhem (6173)	1276.9650034229837
2150	Circuit Chargers (932)	1276.9136030828492
2151	REaCH Omegabytes (5727)	1276.5653935931111
2152	Titanium Tigers (5092)	1276.258411410121
2153	DISCBOTS (6023)	1276.1058141876995
2154	Syn. Surgers (5226)	1275.055580430747
2155	Eagles (3861)	1275.0456146677398
2156	WolfBotics (5145)	1274.9625506977275
2157	Bear Lake (6122)	1274.9298859925475
2158	No Mythic (2491)	1274.787196774792
2159	Kaniva College (6212)	1273.8173309897925
2160	Rex Machina (5582)	1273.629799584148
2161	Raider Revolution Robotics (1984)	1273.2302892020768
2162	Blaise of Glory (3180)	1272.7716126576559
2163	The Saunders Droid Factory  (2344)	1271.7917918220523
2164	Cardinaltronics (6005)	1271.515117083543
2165	Athena's Warriors (3182)	1271.3686492225377
2166	Cavalier Robotics (619)	1271.0749274117213
2167	Birds of Prey (3239)	1270.949702491815
2168	The Nuts & Bolts of Fury (3525)	1270.4789650399855
2169	Robodox (599)	1270.4246486279606
2170	MR T (3216)	1270.0843296360981
2171	Athena (5747)	1269.7022192999923
2172	STEM Whalers  (3719)	1269.6705926629916
2173	The SPartans (5946)	1269.3870012759078
2174	MPArors (3926)	1267.659255037828
2175	A.R.T. Atherton Robotics Team (5660)	1267.4842731656213
2176	IRONDOGZ (2773)	1267.3635087730447
2177	The Ohms (3573)	1267.196109406776
2178	The Prototypes (2854)	1266.9015116752482
2179	Ghosts (1482)	1266.6936925945035
2180	The Wire Clippers (5902)	1266.6454896053947
2181	Cryptic Cyborgs (6181)	1266.2866926388938
2182	PiRbot2 (6158)	1266.2498788768971
2183	Pike RoboDevils (1018)	1265.9166211108388
2184	LiveWire (3562)	1265.1303798984088
2185	Wildcats (1510)	1264.7151111421833
2186	πρbοtic   (pi robotics)  (4011)	1264.6143763878663
2187	Team Banana (945)	1264.348109722193
2188	Getobotics (6040)	1263.5320520178
2189	Edgar Allan Ohms (5276)	1263.5080051369816
2190	Phoenix (5654)	1263.4197240801818
2191	iRaiders (2713)	1262.7752488080016
2192	Red Storm (509)	1262.642362740583
2193	The Brazilian Trail Blazers (1772)	1262.0818314072446
2194	The Steel Dragons (117)	1261.1691224018468
2195	KM Royals (3221)	1261.1477759146765
2196	Stampede Robotics (2844)	1260.8881760530037
2197	Flux Core (2191)	1260.8547952976985
2198	(robo)LIONS (5008)	1259.7927203230226
2199	Yellow Jackets (3845)	1258.3117894465158
2200	Gladiators (3131)	1258.0525172981654
2201	The Apes of Wrath (668)	1257.827100703368
2202	Falcons (5956)	1257.682580796807
2203	Iron FeNix (4969)	1257.5122796045607
2204	Ramageddon (4336)	1257.4557692443047
2205	The CircuitRunners (1002)	1256.8595967530525
2206	ShoreBots (1908)	1256.4313713208064
2207	Shadle Park (6129)	1256.112072289907
2208	Armored Eagles (6215)	1255.7861293900723
2209	War Eagles (6145)	1254.8917114348624
2210	The Metalling Kids (3700)	1254.357649506526
2211	Redbird Robotics (1807)	1254.0809379707125
2212	Swampscott Currents (4311)	1254.0521053731343
2213	Metallic Clouds (4335)	1254.0125710999946
2214	Digital Dislocators (6081)	1253.7026015582157
2215	Seraphim Systems (3027)	1252.8556305654804
2216	Express-O (3986)	1252.491913227981
2217	AMP'D Robotics (1708)	1252.4383179964952
2218	Tiger Robotics (5487)	1252.3112843365266
2219	Project X (1737)	1252.1667794583632
2220	TITANium Allies (1248)	1251.1221351071931
2221	The Eliminators (4852)	1250.1856282803665
2222	The Jaggernauts (4192)	1250.1352753629335
2223	North Star (877)	1250.0823312851392
2224	Bearcepticons (5207)	1249.347677610137
2225	The Underbots (5102)	1249.2594321489805
2226	iCademy Globetrotters (5927)	1249.2481709440053
2227	TAN(X) (3003)	1249.1457449887373
2228	Artemis (3083)	1248.9150179894043
2229	HGCCA (6139)	1248.8698990304806
2230	The Pedestrians (2658)	1248.1596152514203
2231	Femme Tech Fatale (709)	1247.3299502324774
2232	Atomic Dragons (3929)	1246.7948936204095
2233	Trailblazers (2165)	1246.6081219345706
2234	Raider Robotics (1518)	1246.5938024582465
2235	Robo-Lions (2199)	1246.366967463791
2236	Iron Plaid (3103)	1244.8297654977018
2237	Sentinels (1212)	1244.776488801218
2238	Indigo Ninjas (5701)	1244.0519210326331
2239	Minotaur (1369)	1244.0053798535137
2240	CougarBorg (6041)	1243.6254040884257
2241	Rocktaπ (6051)	1243.0901932668326
2242	Hard Working Hard Hats (337)	1242.380727141319
2243	Cyberian Huskies (5621)	1242.1781458515818
2244	Green Hornets (5622)	1242.1686485006146
2245	Beta Blues (5975)	1242.014492350838
2246	High Impact Technologies (5106)	1240.4616896009377
2247	Hornets (5147)	1240.3208171847732
2248	Droid Rage (3035)	1240.1299410088682
2249	Team Max (1071)	1239.59747187009
2250	Robowolves (1290)	1239.2898794940606
2251	Dragon Robotics (2375)	1239.0928481249252
2252	Genesee Robotics Area Youth Team (GRAYT) (1322)	1238.0731229921396
2253	Bionic Bison (5535)	1237.9417501785244
2254	PWRUP (4765)	1237.8128677768743
2255	Cardinal Robotics (4252)	1237.6737624470343
2256	Tiger Robotics (6016)	1237.5567391458567
2257	πrates (Pi-rates) (5627)	1237.5353385397254
2258	Robo Rays (1744)	1237.5181441245932
2259	Senator O'Connor College School (6141)	1237.2659091745204
2260	GLOBOTS (3037)	1237.1577292409604
2261	Tectronic (3510)	1237.1389785542246
2262	DRAGONBOTS (6108)	1237.0842245955794
2263	Robovikes (3067)	1236.6598957461315
2264	EPIC Robotz (4415)	1236.3258255878006
2265	Blue Ignition (3526)	1236.2015095201684
2266	4-H Force Team (4031)	1235.9938706358207
2267	Walnut Valley Robotics (5857)	1235.2112840729656
2268	Tigers (2227)	1234.8980281187853
2269	RoboTribe (1228)	1234.8789389148278
2270	Roc Robotics (2825)	1234.63533900602
2271	Stateline Robotics (4655)	1234.2949892839222
2272	Team Ascension (4053)	1233.923991194621
2273	RoboWarriors (2659)	1232.7464966109055
2274	TEAM Clutch Robotics (4397)	1232.7386043691642
2275	Greenblitz (4590)	1231.5969565998257
2276	The MegaHertz (2847)	1231.5205199849179
2277	Blackhawks (3619)	1230.6678069162526
2278	ScotBot4284 (4284)	1230.3953533324832
2279	Blazing Bulldogs (581)	1228.9665306030497
2280	SUL Abe-Ro-Bots (4314)	1228.5693038259967
2281	Centaures (4950)	1227.9693945988156
2282	Team Phoenix (2342)	1227.0431591970764
2283	RoboDogs (2085)	1226.5976240515029
2284	Technocrats (2239)	1225.5532712821996
2285	Jesterminators (5634)	1225.0030076441267
2286	Skillz Tech Gear Botz (335)	1224.939723358837
2287	VIRUS (3547)	1224.5339573532929
2288	Falcons FIRST (4099)	1224.454096674471
2289	Vipers (6130)	1223.7899599371754
2290	Murphy's Outlaws (677)	1223.1808201612785
2291	Lionaters (6184)	1223.1527480246982
2292	FTM6218 (6218)	1222.9848738227386
2293	Vulcan (3835)	1222.7521771717848
2294	Code Purple (5827)	1222.3021408564114
2295	Robots-R-Us (3266)	1221.970535985043
2296	Arctic Warriors (174)	1221.546786800219
2297	Thunderbolts Robotics (4739)	1221.1821132096304
2298	Blinding Light (5433)	1221.0931213976774
2299	Ragnarok (6157)	1220.9111883464466
2300	Gadget Girls (4816)	1220.8328842684293
2301	Tornades (3386)	1220.619742168557
2302	Coded Summit (4175)	1220.3917145030568
2303	Battling Bathers (5711)	1218.9941570893457
2304	Pallindrones  (4114)	1218.8273425552754
2305	Teravolts (6010)	1218.6203331979389
2306	BOLTZAP (5297)	1218.501108638481
2307	Tenacious Technicians (2673)	1218.3050060106243
2308	FROST (5899)	1218.2570115753508
2309	Trojans (5950)	1217.756791490629
2310	The Quadrangles (3494)	1217.3438594481038
2311	Order 2 Chaos (2704)	1217.285839338893
2312	Govies (3745)	1217.1150964535298
2313	Wilde Bunch (4137)	1216.3858596950633
2314	C.R.T. Community Robotics Team (5630)	1216.2532428011373
2315	C.Y.B.O.R.G. Seagulls (3673)	1215.595562107655
2316	The A Team (1438)	1215.2480913185143
2317	SABERBOTS (4597)	1215.0734753621118
2318	Robotic Turmoil (5486)	1215.0584191925857
2319	The Robo-Skunks (1644)	1214.681237229781
2320	Trobotics (4316)	1214.590122288782
2321	The Spartans (5288)	1214.5489086136345
2322	Angelbots Gold (6144)	1214.5267115724325
2323	Husky Robotics (4585)	1214.4082562988751
2324	RoboAzTechs (4696)	1214.1302152974877
2325	CometKaze (5257)	1213.7588391939682
2326	The Aluminum Falcon (3292)	1213.7113931122162
2327	MetalHeads (81)	1213.5513455213497
2328	R4 Robo Riders (4219)	1213.516881037047
2329	Purple Raiders (4716)	1213.4994305104062
2330	The Pilots (1793)	1213.2561451486345
2331	The Mighty Morphin Power Bots (5772)	1212.74163716791
2332	TEAM FORCE (4707)	1212.6843302225589
2333	Lions (6008)	1212.6129789749657
2334	SABRE (5189)	1211.6722158553484
2335	The Develocity (6103)	1210.8595823698317
2336	Wolverines (4023)	1210.6240103124221
2337	Metal Jackets (3345)	1210.3105960885664
2338	Montclair Robotics (555)	1210.207897205378
2339	Beehive Robotics (4268)	1210.1824326966782
2340	TIGER PRIDE  (2914)	1210.129551218033
2341	Owosso Operating System (5260)	1209.8892401483515
2342	TechGarage (5949)	1208.9499894975415
2343	panthera (714)	1208.451920016789
2344	Dynomite (4380)	1208.1879459200732
2345	WiredCats (5872)	1207.4000649605998
2346	Railroaders (5282)	1207.2885296478846
2347	TigerBots (5936)	1207.0475057329454
2348	Tiger Tech (2966)	1206.4629382467638
2349	f(x) Robotics (6004)	1205.8720679373303
2350	Mighty ROBO-RANGERS (5960)	1205.7540489993874
2351	ITOBOT (6038)	1205.6775543550343
2352	LORE of the ROBATS (3953)	1205.635767322864
2353	TigeRobotics (5059)	1205.3933045838949
2354	Impossible Robotics (5412)	1203.8937419827355
2355	RoboHawk (4262)	1203.7035621573668
2356	Red Nation Robotics (4576)	1203.33664818854
2357	Killa-Byte Cubs (3408)	1203.1876676700633
2358	BRAEZEN KNIGHTS (5580)	1203.0994331558186
2359	Revolution Maker (5831)	1202.9789446464247
2360	Robo Bears LOWbotics (3290)	1202.6231139873385
2361	The Iron Giants (5069)	1202.4407658533275
2362	Lightning Robotics (862)	1201.6406902208728
2363	Anomaly (816)	1201.2848608542304
2364	Quetzales (5932)	1201.2321623779899
2365	Iron Claw (972)	1201.0386319113622
2366	C4 (4767)	1200.8081292765107
2367	Spartans (5908)	1200.6648763811565
2368	The Cyber Rams (3104)	1200.3102252989254
2369	Team Thundercats (2657)	1200.2922936808689
2370	Iron Tigers (4041)	1200.271726400995
2371	Eagle Robotics (1388)	1199.9493104682947
2372	Byte Sized Robotics (4662)	1199.7564125784966
2373	Longwood Robotics (564)	1199.58616408759
2374	MTHS Firebird Robotics (1915)	1198.3597951749848
2375	ICE (5875)	1198.2135449768268
2376	Reavers (3615)	1197.84678873439
2377	Team Hero (2190)	1196.6503962364764
2378	Team Pharaohs (4616)	1196.430999823972
2379	shadow wolfs (6230)	1195.9437632157599
2380	SWC Robotics (4732)	1195.833116417034
2381	Stang Nation (6112)	1195.8012870556468
2382	Stormbots (5076)	1195.7813058922704
2383	Kinetic (5250)	1195.4342507966267
2384	Laker Robots (5156)	1195.3723404481982
2385	RoboCats (3712)	1194.8680960361446
2386	Concussive Engineers (1896)	1194.8031408106667
2387	RoboPats (5828)	1194.5518646335893
